(41996,one-off)
(11269,monthly,6 month (s))
(49065,daily,12day (s))
(17251,monthly,8 month (s))
(57631,one-off)
(40090,one-off)
(48835,daily,25day (s))
(15359,yearly,40 year (s))
(10792,monthly,5 year (s))
(37985,one-off)
(24250,daily,15day (s))
(8716,yearly,34 year (s))
(51660,monthly,6 year (s))
(46403,one-off)
(28951,monthly,7 year (s))
(37202,monthly,6 year (s))
(18355,yearly,26 year (s))
(21439,monthly,7 year (s))
(27521,one-off)
(52620,one-off)
(45733,monthly,2 year (s))
(34287,one-off)
(5175,yearly,21 year (s))
(34861,yearly,36 year (s))
(35592,monthly,6 year (s))
(25619,monthly,5 year (s))
(51021,yearly,14 year (s))
(42977,daily,1 month (s))
(57675,one-off)
(57667,one-off)
(6820,yearly,2 year (s))
(49573,yearly,21 year (s))
(9852,monthly,2 year (s))
(51808,yearly,13 year (s))
(53470,daily,21day (s))
(24081,monthly,4 year (s))
(56051,yearly,7 year (s))
(52174,one-off)
(18425,monthly,7 year (s))
(44125,daily,17day (s))
(41908,daily,20day (s))
(50671,monthly,6 year (s))
(16206,yearly,5 year (s))
(6873,one-off)
(40357,daily,21day (s))
(17796,one-off)
(19202,daily,14day (s))
(56533,yearly,3 year (s))
(31428,monthly,3 year (s))
(25701,monthly,4 year (s))
(11192,monthly,4 year (s))
(41488,one-off)
(13498,yearly,33 year (s))
(6534,one-off)
(6580,one-off)
(25825,monthly,1 year (s))
(39339,yearly,6 year (s))
(19699,yearly,8 year (s))
(28084,monthly,1 year (s))
(4847,yearly,4 year (s))
(31353,yearly,28 year (s))
(4521,yearly,18 year (s))
(8895,yearly,8 year (s))
(26048,monthly,4 year (s))
(28863,yearly,7 year (s))
(29426,one-off)
(42163,yearly,19 year (s))
(5932,monthly,1 year (s))
(3578,one-off)
(27287,monthly,6 year (s))
(50464,yearly,1 year (s))
(28492,one-off)
(54631,yearly,30 year (s))
(49597,yearly,22 year (s))
(15677,daily,1 month (s))
(27056,daily,1 month (s))
(54552,daily,6day (s))
(4271,yearly,16 year (s))
(47642,one-off)
(25083,monthly,6 year (s))
(16547,monthly,9 month (s))
(39667,one-off)
(38135,monthly,3 year (s))
(25252,yearly,35 year (s))
(43960,yearly,6 year (s))
(28202,daily,1 month (s))
(52192,yearly,9 year (s))
(43551,monthly,7 year (s))
(23460,monthly,5 year (s))
(22453,monthly,1 year (s))
(11226,monthly,1 year (s))
(55780,one-off)
(54777,yearly,34 year (s))
(56999,yearly,26 year (s))
(41914,yearly,6 month (s))
(10480,daily,1 month (s))
(56000,yearly,19 year (s))
(47612,monthly,6 year (s))
(9214,daily,13day (s))
(20894,yearly,3 year (s))
(55198,one-off)
(48121,yearly,38 year (s))
(44209,yearly,20 year (s))
(17817,monthly,7 year (s))
(7724,monthly,1 year (s))
(35236,yearly,23 year (s))
(10289,yearly,31 year (s))
(18370,daily,1 month (s))
(51995,monthly,4 year (s))
(17515,daily,1 month (s))
(17231,one-off)
(5750,daily,1 month (s))
(38428,monthly,7 month (s))
(14213,one-off)
(46768,yearly,47 year (s))
(7208,one-off)
(36118,one-off)
(58002,monthly,2 year (s))
(3895,yearly,10 year (s))
(5073,one-off)
(24611,monthly,5 year (s))
(18096,daily,1 month (s))
(42161,monthly,4 year (s))
(10809,yearly,21 year (s))
(39187,one-off)
(33992,one-off)
(39746,yearly,6 year (s))
(46481,one-off)
(30619,yearly,10 year (s))
(46098,yearly,15 year (s))
(47739,monthly,5 year (s))
(32052,one-off)
(55143,monthly,6 year (s))
(34868,monthly,5 year (s))
(33124,daily,23day (s))
(21244,monthly,5 year (s))
(10330,monthly,5 year (s))
(15582,one-off)
(54253,one-off)
(4946,one-off)
(49429,daily,4day (s))
(39885,yearly,30 year (s))
(5148,monthly,6 year (s))
(48163,yearly,6 year (s))
(55207,yearly,5 year (s))
(8666,daily,1 month (s))
(10275,daily,20day (s))
(40557,daily,21day (s))
(42636,one-off)
(9766,yearly,8 year (s))
(18563,daily,1 month (s))
(38880,monthly,6 year (s))
(49729,monthly,6 year (s))
(51980,daily,1 month (s))
(24626,yearly,11 year (s))
(30039,daily,10day (s))
(39387,yearly,21 year (s))
(34689,daily,12day (s))
(13500,monthly,3 year (s))
(28978,yearly,4 year (s))
(6172,one-off)
(12735,monthly,1 year (s))
(14695,monthly,4 year (s))
(25245,daily,1 month (s))
(7187,monthly,2 year (s))
(37336,monthly,4 year (s))
(4964,daily,14day (s))
(47187,one-off)
(34136,one-off)
(17916,one-off)
(48931,monthly,1 year (s))
(30478,monthly,4 year (s))
(46492,monthly,3 year (s))
(39272,daily,3day (s))
(17801,yearly,13 year (s))
(34022,daily,1 month (s))
(58313,yearly,13 year (s))
(40808,daily,20day (s))
(48244,daily,1 month (s))
(18900,monthly,5 year (s))
(47060,daily,3day (s))
(49304,monthly,4 year (s))
(55970,one-off)
(24862,daily,1 month (s))
(37635,one-off)
(24888,one-off)
(5507,yearly,43 year (s))
(28865,yearly,3 year (s))
(57238,daily,7day (s))
(45874,yearly,4 year (s))
(29842,monthly,3 year (s))
(5257,yearly,40 year (s))
(57466,yearly,24 year (s))
(39576,yearly,4 year (s))
(11102,one-off)
(34010,daily,1 month (s))
(37124,daily,26day (s))
(42826,monthly,5 year (s))
(15694,one-off)
(6031,yearly,47 year (s))
(29410,monthly,3 year (s))
(20444,yearly,19 year (s))
(44127,yearly,4 year (s))
(45923,monthly,5 year (s))
(24458,daily,0 month (s))
(41981,yearly,3 year (s))
(20198,daily,3day (s))
(18792,one-off)
(6399,monthly,5 year (s))
(34781,monthly,6 year (s))
(33809,daily,13day (s))
(20342,one-off)
(48009,yearly,24 year (s))
(13579,monthly,3 year (s))
(9501,yearly,7 year (s))
(52154,one-off)
(25363,yearly,34 year (s))
(24489,daily,20day (s))
(28176,daily,6day (s))
(44298,monthly,1 year (s))
(48517,one-off)
(13783,monthly,4 year (s))
(39017,yearly,8 year (s))
(22586,one-off)
(7280,one-off)
(21707,monthly,6 year (s))
(54640,one-off)
(53144,monthly,6 year (s))
(34594,monthly,1 year (s))
(21156,one-off)
(6463,monthly,0 year (s))
(37149,daily,1 month (s))
(38338,yearly,34 year (s))
(42000,monthly,7 year (s))
(25079,yearly,8 year (s))
(24331,yearly,29 year (s))
(54272,monthly,4 year (s))
(26154,daily,6day (s))
(50277,yearly,3 year (s))
(35145,yearly,24 year (s))
(18474,monthly,6 month (s))
(20192,one-off)
(56482,monthly,7 year (s))
(44192,daily,1 month (s))
(14086,yearly,38 year (s))
(7904,yearly,21 year (s))
(26560,daily,1 month (s))
(33805,monthly,4 year (s))
(4578,yearly,17 year (s))
(54816,one-off)
(20678,yearly,9 year (s))
(16492,monthly,2 year (s))
(33308,yearly,3 year (s))
(47269,yearly,17 year (s))
(50379,yearly,2 year (s))
(12076,yearly,5 year (s))
(40859,monthly,4 year (s))
(51352,yearly,41 year (s))
(16672,daily,1 month (s))
(25325,yearly,19 year (s))
(19952,yearly,40 year (s))
(23438,yearly,6 year (s))
(16973,yearly,31 year (s))
(3823,yearly,12 year (s))
(53218,monthly,5 year (s))
(39016,daily,19day (s))
(31666,monthly,6 year (s))
(31598,daily,13day (s))
(37008,daily,1 month (s))
(33865,yearly,31 year (s))
(4555,one-off)
(26542,daily,1 month (s))
(20710,monthly,2 year (s))
(29628,yearly,30 year (s))
(43398,yearly,16 year (s))
(56696,yearly,21 year (s))
(48516,one-off)
(5026,daily,1 month (s))
(22224,one-off)
(17170,monthly,6 year (s))
(49779,daily,14day (s))
(15846,yearly,27 year (s))
(6918,yearly,40 year (s))
(51375,one-off)
(13999,yearly,8 year (s))
(9504,monthly,3 year (s))
(20607,monthly,1 year (s))
(16658,monthly,2 year (s))
(53911,one-off)
(51779,daily,22day (s))
(18818,monthly,5 year (s))
(18470,yearly,9 year (s))
(50694,monthly,8 month (s))
(19141,monthly,6 year (s))
(55856,yearly,3 year (s))
(46434,monthly,5 year (s))
(42517,one-off)
(50056,monthly,0 year (s))
(41013,yearly,26 year (s))
(44546,one-off)
(51093,yearly,30 year (s))
(48583,daily,12day (s))
(11441,yearly,1 year (s))
(32830,one-off)
(8220,one-off)
(9115,daily,1 month (s))
(26306,yearly,17 year (s))
(17995,daily,0 month (s))
(28274,yearly,6 year (s))
(28395,yearly,17 year (s))
(54317,yearly,16 year (s))
(50702,yearly,30 year (s))
(51737,daily,1 month (s))
(34082,monthly,4 year (s))
(38331,yearly,31 year (s))
(39306,monthly,2 year (s))
(6414,monthly,9 month (s))
(3370,monthly,6 year (s))
(22056,monthly,2 year (s))
(6585,daily,11day (s))
(20370,yearly,35 year (s))
(28381,yearly,5 year (s))
(7875,monthly,0 year (s))
(4919,yearly,6 year (s))
(48403,one-off)
(20398,monthly,5 year (s))
(31192,one-off)
(6071,yearly,19 year (s))
(46050,one-off)
(52931,daily,14day (s))
(49019,one-off)
(27327,monthly,5 year (s))
(49891,one-off)
(49212,yearly,17 year (s))
(47971,one-off)
(52696,monthly,1 year (s))
(22434,monthly,4 year (s))
(23628,daily,1 month (s))
(11674,daily,1 month (s))
(44102,monthly,7 year (s))
(54463,daily,0 month (s))
(34057,monthly,7 year (s))
(15882,daily,22day (s))
(15605,yearly,19 year (s))
(33108,one-off)
(45815,daily,1 month (s))
(49301,monthly,1 year (s))
(38025,one-off)
(54539,one-off)
(48794,daily,18day (s))
(22144,daily,4day (s))
(44308,daily,15day (s))
(31864,yearly,21 year (s))
(57033,daily,21day (s))
(44101,one-off)
(8291,yearly,4 year (s))
(27277,yearly,14 year (s))
(40236,yearly,27 year (s))
(6139,monthly,5 year (s))
(31985,yearly,40 year (s))
(52664,yearly,30 year (s))
(41936,monthly,4 year (s))
(13685,yearly,9 year (s))
(57111,yearly,36 year (s))
(40488,yearly,14 year (s))
(49926,monthly,4 year (s))
(20998,yearly,23 year (s))
(40128,daily,21day (s))
(50707,daily,6day (s))
(24263,yearly,8 year (s))
(44693,daily,9day (s))
(11930,yearly,22 year (s))
(29792,monthly,4 year (s))
(41331,yearly,13 year (s))
(16868,yearly,31 year (s))
(51596,monthly,1 year (s))
(16235,daily,1 month (s))
(31351,monthly,1 year (s))
(44420,monthly,4 year (s))
(22288,one-off)
(52667,monthly,5 year (s))
(7921,yearly,21 year (s))
(22202,one-off)
(30519,daily,1 month (s))
(22838,monthly,5 year (s))
(58294,yearly,33 year (s))
(43573,monthly,5 year (s))
(17791,yearly,6 year (s))
(37127,monthly,7 year (s))
(26882,monthly,5 year (s))
(36124,one-off)
(24062,daily,1 month (s))
(57678,one-off)
(47817,yearly,22 year (s))
(15759,one-off)
(10907,daily,1 month (s))
(37200,monthly,3 month (s))
(11477,yearly,15 year (s))
(10734,monthly,6 year (s))
(36247,monthly,1 year (s))
(8658,monthly,6 year (s))
(14263,monthly,2 year (s))
(18136,daily,1 month (s))
(13444,monthly,6 year (s))
(10869,monthly,4 year (s))
(58292,yearly,8 year (s))
(45779,one-off)
(34714,one-off)
(48074,monthly,3 year (s))
(46790,one-off)
(34143,monthly,1 year (s))
(6140,daily,1 month (s))
(16360,one-off)
(25005,daily,7day (s))
(48642,yearly,8 year (s))
(54643,monthly,2 year (s))
(20664,yearly,3 year (s))
(50691,monthly,6 year (s))
(24426,yearly,18 year (s))
(31773,daily,6day (s))
(7153,monthly,4 year (s))
(47670,one-off)
(6947,yearly,27 year (s))
(46783,one-off)
(4091,daily,1 month (s))
(33965,yearly,11 year (s))
(49341,monthly,5 year (s))
(48753,one-off)
(51932,yearly,7 year (s))
(57526,monthly,1 year (s))
(19673,one-off)
(19569,one-off)
(53888,daily,25day (s))
(44430,yearly,4 year (s))
(28783,monthly,5 year (s))
(6688,daily,1 month (s))
(29518,monthly,4 year (s))
(21884,yearly,22 year (s))
(6512,yearly,42 year (s))
(43208,daily,1 month (s))
(46150,yearly,4 year (s))
(50302,yearly,5 year (s))
(9521,daily,1 month (s))
(27838,yearly,18 year (s))
(4549,daily,1 month (s))
(36274,monthly,7 month (s))
(44063,daily,1 month (s))
(45748,monthly,1 year (s))
(20236,yearly,27 year (s))
(8462,daily,1 month (s))
(38836,one-off)
(39143,daily,23day (s))
(12938,daily,1 month (s))
(39417,daily,16day (s))
(44974,yearly,44 year (s))
(26140,yearly,33 year (s))
(37024,daily,1 month (s))
(56280,yearly,3 year (s))
(33330,one-off)
(13418,daily,1 month (s))
(26248,one-off)
(33706,daily,21day (s))
(49869,yearly,25 year (s))
(54749,monthly,4 year (s))
(41496,daily,1 month (s))
(18069,yearly,6 year (s))
(43135,monthly,1 year (s))
(51772,yearly,9 year (s))
(6776,daily,1 month (s))
(21108,one-off)
(47643,monthly,4 year (s))
(28211,yearly,22 year (s))
(29302,daily,1 month (s))
(43043,yearly,44 year (s))
(28813,yearly,21 year (s))
(36102,monthly,5 year (s))
(50044,daily,1 month (s))
(57595,monthly,0 year (s))
(35269,daily,1 month (s))
(48872,yearly,32 year (s))
(25437,monthly,0 year (s))
(57683,monthly,3 year (s))
(25863,daily,3day (s))
(44876,monthly,4 year (s))
(24412,yearly,15 year (s))
(15126,daily,20day (s))
(55671,one-off)
(27356,daily,17day (s))
(14587,yearly,23 year (s))
(42797,daily,16day (s))
(13934,yearly,6 year (s))
(13756,yearly,16 year (s))
(43769,yearly,31 year (s))
(10080,daily,25day (s))
(8772,yearly,22 year (s))
(28333,one-off)
(18440,yearly,2 year (s))
(4569,daily,10day (s))
(4122,daily,1 month (s))
(14504,daily,1 month (s))
(15912,one-off)
(12360,yearly,38 year (s))
(54175,one-off)
(20648,monthly,7 year (s))
(48282,daily,4day (s))
(44677,daily,4day (s))
(9378,yearly,24 year (s))
(41250,yearly,7 year (s))
(8697,yearly,4 year (s))
(26761,daily,1 month (s))
(9436,one-off)
(31492,yearly,38 year (s))
(31166,yearly,10 year (s))
(39468,monthly,6 month (s))
(39868,monthly,5 year (s))
(40069,monthly,2 year (s))
(8431,yearly,2 year (s))
(16059,yearly,3 year (s))
(29933,yearly,7 year (s))
(7091,yearly,15 year (s))
(53733,one-off)
(57804,monthly,1 year (s))
(55505,daily,1 month (s))
(26243,monthly,4 year (s))
(49872,yearly,20 year (s))
(51483,monthly,4 year (s))
(57281,daily,24day (s))
(36565,one-off)
(32694,one-off)
(27717,monthly,3 year (s))
(13001,daily,20day (s))
(12237,yearly,6 year (s))
(55733,monthly,4 year (s))
(28957,daily,1 month (s))
(36299,yearly,10 year (s))
(39424,daily,14day (s))
(9463,monthly,5 year (s))
(53000,yearly,20 year (s))
(21474,daily,1 month (s))
(5396,monthly,6 month (s))
(57486,monthly,0 year (s))
(32994,one-off)
(41479,yearly,19 year (s))
(48632,daily,19day (s))
(5779,one-off)
(26330,yearly,15 year (s))
(57561,yearly,21 year (s))
(21555,monthly,4 year (s))
(34591,yearly,20 year (s))
(10738,one-off)
(38958,yearly,7 year (s))
(44352,daily,6day (s))
(44719,yearly,21 year (s))
(29279,yearly,21 year (s))
(11336,one-off)
(49787,one-off)
(7238,monthly,2 year (s))
(30836,monthly,5 year (s))
(54413,yearly,8 year (s))
(10141,daily,1 month (s))
(29509,daily,1 month (s))
(27492,one-off)
(23439,yearly,19 year (s))
(8428,daily,1 month (s))
(54564,monthly,4 year (s))
(57089,daily,1 month (s))
(22821,yearly,15 year (s))
(16542,monthly,7 month (s))
(19724,daily,16day (s))
(35691,one-off)
(9367,daily,1 month (s))
(20590,daily,18day (s))
(11373,yearly,3 year (s))
(7150,daily,6day (s))
(30876,yearly,3 year (s))
(36870,daily,1 month (s))
(11528,one-off)
(41105,daily,1 month (s))
(56467,one-off)
(7711,yearly,4 year (s))
(7784,monthly,6 year (s))
(29394,yearly,12 year (s))
(33444,yearly,4 year (s))
(44787,yearly,13 year (s))
(55379,yearly,11 year (s))
(54098,yearly,7 year (s))
(46314,monthly,3 year (s))
(51064,yearly,9 year (s))
(14457,yearly,24 year (s))
(45638,daily,7day (s))
(3800,one-off)
(5575,daily,1 month (s))
(12210,monthly,2 year (s))
(28747,one-off)
(12871,monthly,4 year (s))
(28427,daily,8day (s))
(57393,daily,3day (s))
(45964,monthly,4 year (s))
(27688,daily,18day (s))
(18768,yearly,7 year (s))
(53296,daily,1 month (s))
(8461,one-off)
(52163,one-off)
(9114,yearly,9 year (s))
(12241,yearly,1 year (s))
(16979,one-off)
(33788,monthly,1 year (s))
(54703,one-off)
(10411,monthly,3 year (s))
(44498,one-off)
(20515,yearly,3 year (s))
(54225,daily,25day (s))
(30565,one-off)
(46424,one-off)
(46461,one-off)
(43212,monthly,7 year (s))
(50436,yearly,22 year (s))
(18233,daily,13day (s))
(36557,monthly,3 month (s))
(7980,daily,4day (s))
(17735,monthly,2 year (s))
(42139,yearly,38 year (s))
(56850,yearly,6 year (s))
(32647,yearly,6 year (s))
(6029,yearly,19 year (s))
(5573,one-off)
(40142,monthly,1 year (s))
(19282,daily,16day (s))
(38597,daily,13day (s))
(35153,one-off)
(16530,yearly,7 year (s))
(9466,monthly,4 year (s))
(52030,yearly,32 year (s))
(34657,monthly,6 year (s))
(42290,one-off)
(3516,one-off)
(57718,yearly,8 year (s))
(29636,monthly,3 year (s))
(45970,yearly,7 year (s))
(44969,one-off)
(54328,monthly,6 year (s))
(51395,daily,1 month (s))
(14593,yearly,23 year (s))
(18387,yearly,2 year (s))
(57857,one-off)
(31980,daily,25day (s))
(7294,yearly,10 year (s))
(22765,daily,15day (s))
(4443,monthly,5 year (s))
(37203,monthly,7 year (s))
(11344,monthly,5 year (s))
(7777,daily,1 month (s))
(28454,one-off)
(41325,monthly,4 year (s))
(42778,daily,0 month (s))
(33253,yearly,21 year (s))
(23074,yearly,11 year (s))
(3776,yearly,19 year (s))
(6202,yearly,28 year (s))
(20561,daily,6day (s))
(3970,monthly,3 year (s))
(57324,monthly,5 year (s))
(41318,daily,26day (s))
(41064,daily,6day (s))
(42380,yearly,18 year (s))
(27114,daily,1 month (s))
(42739,one-off)
(32602,yearly,22 year (s))
(22218,daily,1 month (s))
(26095,yearly,10 year (s))
(30669,yearly,27 year (s))
(16560,monthly,2 year (s))
(52762,daily,1 month (s))
(41319,yearly,13 year (s))
(46910,daily,1 month (s))
(30065,monthly,6 year (s))
(43481,monthly,2 year (s))
(9745,one-off)
(56783,monthly,1 year (s))
(33146,yearly,1 year (s))
(45383,daily,1 month (s))
(6124,daily,1 month (s))
(37101,monthly,6 year (s))
(15662,one-off)
(33968,monthly,5 year (s))
(19367,one-off)
(14211,daily,1 month (s))
(8084,one-off)
(22965,monthly,7 year (s))
(10490,one-off)
(38251,yearly,28 year (s))
(22737,daily,1 month (s))
(38291,daily,24day (s))
(27607,one-off)
(13566,yearly,4 year (s))
(16425,yearly,1 year (s))
(45958,daily,6day (s))
(50569,daily,8day (s))
(20564,yearly,10 year (s))
(3377,yearly,46 year (s))
(25317,monthly,3 year (s))
(28000,daily,19day (s))
(5320,monthly,6 month (s))
(36106,monthly,4 year (s))
(31699,monthly,2 year (s))
(28372,monthly,2 year (s))
(33959,yearly,7 year (s))
(58041,monthly,2 year (s))
(11520,yearly,16 year (s))
(42360,daily,4day (s))
(16260,one-off)
(8973,monthly,3 year (s))
(38795,monthly,5 year (s))
(6735,yearly,7 year (s))
(28499,one-off)
(57573,monthly,5 year (s))
(16348,one-off)
(3200,daily,6day (s))
(21234,monthly,4 year (s))
(41471,yearly,2 year (s))
(25540,monthly,6 month (s))
(5847,daily,1 month (s))
(22746,daily,20day (s))
(35854,monthly,2 year (s))
(38437,daily,20day (s))
(52626,one-off)
(56731,yearly,5 year (s))
(56242,daily,18day (s))
(3334,monthly,1 year (s))
(5675,yearly,36 year (s))
(36712,daily,1 month (s))
(39841,daily,21day (s))
(52558,daily,5day (s))
(35678,one-off)
(34025,one-off)
(13209,monthly,6 year (s))
(39943,monthly,3 year (s))
(51161,daily,1 month (s))
(19686,daily,8day (s))
(6916,yearly,4 year (s))
(15037,monthly,5 year (s))
(47534,yearly,15 year (s))
(50087,monthly,1 year (s))
(24606,one-off)
(4368,daily,1 month (s))
(38413,daily,1 month (s))
(40114,daily,1 month (s))
(53322,one-off)
(29266,daily,23day (s))
(56947,yearly,43 year (s))
(17176,yearly,15 year (s))
(54836,monthly,7 year (s))
(45516,one-off)
(19682,daily,11day (s))
(49382,daily,1 month (s))
(9787,monthly,1 year (s))
(8710,yearly,19 year (s))
(36852,one-off)
(38156,yearly,27 year (s))
(46229,daily,1 month (s))
(44573,yearly,5 year (s))
(19757,monthly,3 year (s))
(20711,yearly,31 year (s))
(9244,one-off)
(50784,daily,21day (s))
(51095,yearly,20 year (s))
(15841,yearly,30 year (s))
(14776,yearly,32 year (s))
(39806,monthly,5 year (s))
(27288,yearly,8 year (s))
(47692,one-off)
(32022,daily,21day (s))
(16082,monthly,5 year (s))
(10201,yearly,27 year (s))
(40718,one-off)
(25663,monthly,3 year (s))
(45837,monthly,4 year (s))
(38535,monthly,5 year (s))
(56500,daily,1 month (s))
(35639,yearly,12 year (s))
(23191,yearly,27 year (s))
(38237,one-off)
(50399,yearly,5 year (s))
(46508,yearly,22 year (s))
(24662,daily,6day (s))
(54351,yearly,3 year (s))
(5531,daily,22day (s))
(37071,monthly,2 year (s))
(20156,daily,1 month (s))
(53553,yearly,11 year (s))
(42228,yearly,14 year (s))
(52954,one-off)
(48709,daily,1 month (s))
(30786,yearly,13 year (s))
(22562,monthly,7 year (s))
(16446,monthly,7 year (s))
(7288,yearly,5 year (s))
(18308,yearly,13 year (s))
(20983,yearly,5 year (s))
(27997,daily,1 month (s))
(42901,yearly,23 year (s))
(45017,yearly,3 year (s))
(36942,monthly,4 year (s))
(27591,yearly,22 year (s))
(10625,one-off)
(39723,monthly,7 year (s))
(25288,yearly,8 year (s))
(43206,daily,1 month (s))
(18851,yearly,17 year (s))
(10524,daily,13day (s))
(24300,monthly,2 year (s))
(57001,yearly,26 year (s))
(41408,one-off)
(44665,daily,6day (s))
(24933,yearly,29 year (s))
(10638,daily,1 month (s))
(8769,one-off)
(20684,monthly,6 year (s))
(26178,monthly,6 year (s))
(16386,yearly,11 year (s))
(22483,one-off)
(18871,monthly,2 year (s))
(3510,monthly,5 year (s))
(31715,daily,1 month (s))
(57388,yearly,6 year (s))
